pronun_list,word
프라지톤,prazitone
프록시,proxy
프락시노스코프,praxinoscope
프락토롤,practolol
프란루카스트,pranlukast
프랄리독심,pralidoxime
프랑슘,francium
프랑켄스타이너,frankenstiener
프랑켄푸드,Frankenfood
프래그매틱스,pragmatics
프래그머티즘,pragmatism
프래그먼테이션,fragmentation
프래그먼트,fragment
프래티패션,pratifashion
프랙션,fraction
프랙탈,fractal
프랙토그래피,fractography
프랙토메터,fractometer
프랙티스,practice
프랜드,FRAND
프랜스,prance
프랭커,franker
프랭클리나이트,franklinite
프로시져,procedure
프러포션,proportion
프럭탄,fructan
프룩토오스,fructose
프런틀릿,frontlet
프런티어,frontier
프런팅,fronting
프레그난,pregnane
프레그넌스,pregnance
프레나존,prenazone
프레너미,frienemy
프레노신,phrenosin
프레녹스디아진,prenoxdiazine
프레더스터,preduster
프레드니손,prednisone
프레드니솔론,prednisolon
프레드니카르베이트,prednicarbate
프레서,presser
프레셔,pressure
프레시피엄,praecipuum
프레싱,pressing
프레이리,prairie
프레이머,framer
프레이밍,framing
프레이셰트,flechette
프레이즈,fraise
프레이토피트,phreatophyte
프레임,frame
프레임메이커,FrameMaker
프레임워크,framework
프레즈비트리,presbytery
프레첼,pretzel
프레카리아트,precariat
프레콘서트,preconcert
프리큐어,precure
프레팅,fretting
프레퍼,prepper
프레폴리머,prepolymer
프레호르몬,prehormone
프렌드쉽,friendship
프렐류드,prelude
프렛,fret
프로가바이드,progabide
프로게스타겐,progestagen
프로게스테론,progesterone
프로게스틴,progestin
프로그,frog
프로그맨,frogman
프로글루메타신,proglumetacin
프로깅,frogging
프로나제,pronase
프로덕션,production
프로듀싱,producing
프로드러그,prodrug
프로락토리베린,prolactoliberin
프로락토스타틴,prolactostatin
프로락틴,prolactin
프로레닌,prorennin
프로로크,ProLock
프로마스터,promaster
프로마진,promazine
프로메캅,promecarb
프로메타진,promethazine
프로메튬,promethium
프로모터,promoter
프로모툴스,promotools
프로미넌스,prominence
프로바르비탈,probarbital
프로바이러스,provirus
프로바이오틱스,probiotics
프로바트립탄,frovatriptan
프로방,probang
프로베네시드,probenecid
프로부콜,probucol
프로비타민,provitamin
프로빈키아,provincia
프로빙,probing
프로사이메이트,Procymate
프로세늄,proscenium
프로세서,processor
프로세스,process
프로세싱,processing
프로세토펜,procetofen
프로슈밍,prosuming
프로스타글란딘,prostaglandin
프로스타사이클린,prostacycline
프로스타시클린,prostacyclin
프로스타일,prostyle
프로스트,frost
프로스팅,frosting
프로싸이클리딘,procyclidine
프로아이레시스,proairesis
프로악셀레린,proaccelerin
플로트,float
프로인슐린,proinsulin
프로제스토젠,progestogen
프로젝션,projection
프로젝터,projector
프로추어,proteur
프로치온아미드,prothionamide
프로카인,procaine
프로카인아미드,Procainamide
프로카테롤,procaterol
프로컴프,PROCOMP
플로쿠마펜,flocoumafen
프로콘술,proconsul
프로콜라겐,procollagen
프로클로르페라진,prochlorperazine
프로타고니스트,protagonist
프로타민,protamine
프로타시스,protasis
프로타핀,protaphin
프로테로제네시스,proterogenesis
프로테아솜,proteasome
프로테오글리칸,proteoglycan
프로테오믹스,proteomics
프로테오스,proteose
프로테우스,proteus
프로테이딘,proteidin
프로텍터,protector
프로텍트,protect
프로토로구,protologue
프로토에이트,prothoate
프로토제네시스,protogenesis
프로토조아,protozoa
프로토조에아,protozoea
프로토케라톱스,protoceratops
프로토콜,protocol
프로토타이핑,prototyping
프로토타입,prototype
프로토플라스트,protoplast
프로토필라멘트,protofilament
프로톤,proton
프로튬,protium
프로트랜스,protrans
프로트롬비노겐,prothrombinogen
프로트롬빈,prothrombin
프로트립틸린,protriptyline
프로트악티늄,protactinium
프로티노이드,protenoid
프로티안,protean
프로파논,propanone
프로판올,propanol
프로파르지트,propargite
프로파지,prophage
프로파퀴자포프,propaquizafop
프로파페논,propafenone
프로파포스,propaphos
프로판,propane
프로판텔린,propantheline
프로팔리로날,Propallylonal
프로퍼티,property
프로페나민,Profenamine
프로페노포스,profenofos
프로페르딘,properdin
프로페셔널리스트,professionalist
프로페탐포스,propetamphos
프로펜,propene
프로펩신,propepsin
프로포셔닝,proportioning
프로포폴,propofol
프로폭서,propoxur
프로폴리스,propolis
프로프라놀롤,propranolol
프로프테리지움,propterygium
프로플라빈,proflavine
프로플래빈,proflavin
프로피베린,propiverine
프로피오니박테륨,Propionibacterium
프로피오닐,propionyl
프로피오마진,propiomazine
프로피제핀,propizepine
프로필다진,propyldazine
프로필레아,propylaea
프로필렌,propylene
프로필릿,profilit
프로필바르비탈,propylbarbital
프로필티오우라실,propylthiouracil
프로필헥세드린,propylhexedrine
프로헵타,prohaptor
프로헵타진,proheptazine
프록,frock
프록솔판,Proxorphan
프록시믹스,proxemics
프록시바르비탈,Proxibarbital
프록토돈,proctodone
프롤라민,prolamin
프롤로그,PROLOG
프롤린,proline
프롬프터,prompter
프롬프팅,prompting
프롱혼,pronghorn
프루닝,pruning
프루릿,frullet
프루멘티,frummenty
프룩토키나아제,fructokinase
프리글로불린,preglobulin
프리깃,frigate
프리디놀,pridinol
프리라이더,freerider
프리랜서,freelancer
프리랜스,freelance
프리로맨티시즘,preromanticism
프리롤,preroll
프리리코딩,prerecording
프리마아제,primase
프리마켓,premarket
프리마퀸,primaquine
프리마틴,freemartin
프리메이슨리,freemasonry
프리뮬라,Primula
프리뮬러,primula
프리미돈,primidone
프리미어,Premier
프리미어,premiere
프리미티브,primitive
프리미티비즘,primitivism
프리믹스,premix
프리바이오틱스,prebiotics
프리보링,preboring
프리뷰,preview
프리브레이크,prebreak
프리비에스디,FreeBSD
프리셋,preset
프리셀링,preselling
프리소트,presort
프리슈렁크,preshrunk
프리슈트,preshoot
프리스코어링,prescoring
프리스타일,freestyle
프리스토어,prestore
프리스트레스,prestress
프리스트레싱,prestressing
프리스트레칭,prestretching
프리시즌,preseason
프리실렉션,preselection
프리알부민,prealbumin
프리애니미즘,preanimism
프리앰블,preamble
프리어셈블,preassemble
프리에디트,preedit
프리에코,preecho
프리엠퍼시스,preemphasis
프리오더,preorder
프리워크아웃,preworkout
프리웨어,freeware
프리웨이,freeway
프리웨팅,prewetting
프리점프,prejump
프리젠티즘,presenteeism
프리즈,frieze
프리지드,frigid
프리지아,freesia
프리치즈,precheese
프리칼리크레인,prekallikrein
프리캐스트,precast
프리컴파일,precompile
프리컴파일러,precompiler
프리컴펜세이션,precompensation
프리코노믹스,freeconomics
프리쿨링,precooling
프리퀄,prequel
프리키스,freekiss
프리터,fritter
프리텐셔닝,pretensioning
프리파이어링,prefiring
프리패브,prefab
프리패키징,prepackaging
프리페이징,prepaging
프리포즈,prepause
프리프로덕션,preproduction
프리프로세서,preprocessor
프리프로프로틴,preproprotein
프리피그먼테이션,prepigmentation
프리핸드,freehand
프린지,fringe
프린지웨어,fringeware
프린징,fringing
프린팅,printing
프릴로카인,prilocaine
프림로즈,primrose
프사이아,PSIA
프스켄트,pschent
프시,psi
프실로피톤,psilophyton
프탈라이드,phthalide
프탈레이트,phthalate
프탈레인,phthalein
프테라노돈,pteranodon
프테로닥틸루스,pterodactylus
프테로사우루스,pterosaurus
프테리온,pterion
프티알린,ptyalin
플라나리아,planaria
플라네타륨,planetarium
플라노,flano
플라노그램,planogram
플라노솔,planosol
플라눌라,planula
플라마큐,flamacue
플라밍고,flamingo
플라베도,flavedo
플라보노이드,flavonoid
플라보놀,flavonol
플라보리그난,flavolignan
플라보박테륨,flavobacterium
플라보박테리움,Flavobacterium
플라보크산틴,flavoxanthin
플라복세이트,flavoxate
플라본,flavone
플라세보,placebo
플라스마겔,plasmagel
플라스말로젠,plasmalogen
플라스모솜,plasmosome
플라즈몬,plasmon
플라스미노겐,plasminogen
플라스미드,plasmid
플라스민,plasmin
플라스터,plaster
플라스터보드,plasterboard
플라스토그래프,plastograph
플라스토머,plastomer
플라스토시아닌,plastocyanin
플라스토퀴논,plastoquinone
플라스토퀴놀,plastoquinol
플라스티네이션,plastination
플라스티드,plastid
플라야,playa
플라우,plough
플라운스,flounce
플라이,fly
플라이바이,flyby
플라이어,plier
플라이우드,plywood
플라이웨이트,flyweight
플라이즈,flies
플라이트,flight
플라이팅,flighting
플라이휠,flywheel
플라잉,flying
플라젤린,flagellin
플라질레이션,flagellation
플래킷,placket
플라코글로빈,plakoglobin
플라코드,placode
플로큘레이션,flocculation
플라타너스,platanus
플라테아,platea
플라토닉,platonic
플라티나이트,platinite
플라티노이드,platinoid
플라핑,flopping
플란넬,flannel
플란넬렛,flannelette
플란차,plancha
플랑크톤,plankton
플래그,flag
플래그십,flagship
플래너,Planner
플래너,planner
플래니미터,planimeter
플래드,plaid
플래빈,flavin
플래시백,flashback
플래스트런,plastron
플래스티서티,plasticity
플래시건,flashgun
플래시라이트,flashlight
플래시오버,flashover
플래시패커,flashpacker
플래싱,flashing
플래절렛,flageolet
플래터,platter
플래토,plateau
플랫,flat
플래튼,platen
플래티나,platina
플래퍼,flapper
플래핑,flapping
플랙,FLAC
플랜저,flanger
플랜지,flange
플랜테인,plantain
플랜트,plant
플램,flam
플랩,flap
플랩퍼론,flaperon
플랫라이너,flatliner
플랫포밍,platforming
플랭크,plank
플랭킹,planking
플러깅,plugging
플러드,flood
플러드라이트,floodlight
플러딩,flooding
플러쉬,plush
플러시,flush
플러싱,flushing
플러킹,plucking
플러터,flutter
플럭션,fluxion
플럭손,fluxon
플럭스,flux
플런저,plunger
플럼비콘,plumbicon
플럼코트,plumcot
플레로븀,flerovium
플레브스,plebs
플레비사이트,plebiscite
플레시오사우루스,plesiosaurus
플레어,flare
플레어스,flares
플레이,play
플레이너,planer
플레이밍,flaming
플레이바,playbar
플레이백,playback
플레이버스,flavors
플레이서빌리티,placeability
플레이스,place
플레이스먼트,placement
플레이스킥,placekick
플레이싱,placing
플레이어,player
플레이오프,playoff
플레이크,flake
플레이킹,flaking
플레이토,PLATO
플레이트,plate
플레이트,plait
플레이팅,plaiting
플레인텍스트,plaintext
플레치,fletch
플레카이니드,flecainide
플렉세큐티브,flexecutive
플렉션,flexion
플렉소그래피,flexography
플렉스,flex
플렉시드,flexed
플렉시테리언,flexitarian
플렉트럼,plectrum
플로,flow
플로라,flora
플로렌틴,Florentine
플로로글루시놀,phloroglucinol
플로르퀴놀론,fluoroquinolone
플로리겐,florigen
플로링,flooring
플로목세프나트륨,flomoxef
플로어,floor
플로어볼,floorball
플로지스톤,phlogiston
플로큐레이터,flocculator
플로키,flocky
플로킹,flocking
플로터,plotter
플로터,floater
플로팅,floating
플로팅,plotting
플로퍼,flopper
플로피,floppy
플록,flock
플록,floc
플록스,phlox
플론,flon
플롭,flop
플루건,flugun
플루나리진,flunarizine
플루녹사프로펜,flunoxaprofen
플루다라빈,fludarabine
플루다이저,fluidizer
플루드로코티손,fludrocortisone
플루디옥소닐,fludioxonil
플루란드레놀라이드,flurandrenolide
플루럴리즘,pluralism
플루록센,fluroxene
플루마제닐,flumazenil
플루미노렉스,fluminorex
플루미콤,plumicome
플루미페드,plumiped
플루복사민,fluvoxamine
플루발린에이트,fluvalinate
플루비프로펜,flurbiprofen
플루사이트린에이트,flucythrinate
플루서멀,pluthermal
플루술파미드,flusulfamide
플루시토신,flucytosine
플루아지남,fluazinam
플루언스,fluence
플루오레사민,fluorescamine
플루오레세인,fluoresceine
플루오로그래피,fluorography
플루오로메톨론,fluorometholone
플루오로아세트아미드,fluoroacetamide
플루오로우라실,fluorouracil
플루오시노니드,fluocinonide
플루옥세틴,fluoxetine
플루옥시메스테론,fluoxymesterone
플루코나졸,fluconazole
플루크,fluke
플루타마이드,flutamide
플루타졸람,flutazolam
플루테우스,pluteus
플루토늄,plutonium
플루토프라제팜,flutoprazepam
플루트리마졸,flutrimazole
플루티스트,flutist
플루티카손,fluticasone
플루팅,fluting
플루페나진,fluphenazine
플룸,plume
플룸,flume
플리넘,plenum
플리스,fleece
플리츠,pleats
플리치,flitch
플리칭,pleaching
플리커,flicker
플릭,flick
플리트,flit
플리피,flippy
플릭테뉼,phlyctenule
플릭텐,phlycten
플린스,plinth
플림솔즈,plimsolls
플립,flip
플립파아제,flippase
플립플롭,flipflop
플립핑,flipping
플릿퍼,flipper
플링거,flinger
피,P
피그,pig
피그스,PIGS
피그테일,pigtail
피그테일즈,pigtails
피기백,piggyback
피기백,Piggyback
피나베륨,pinaverium
피나스테리드,finasteride
피나클,pinnacle
피나포어,pinafore
피넨,pinene
피니셔,finisher
피니셔빌리티,finishability
피니시,finish
피니언,pinion
피니얼,finial
피니톨,pinitol
피닉스,phoenix
피닝,peening
피닝,finning
피더,feeder
피더블유비,PWB
피더블유알,PWR
피더블유엘,PWL
피더블유엠,PWM
피드,feed
피드포워드,feedforward
피들,fiddle
피디,PD
피디디,PDD
피디비,PDB
피디시,PDC
피디시에이,PDCA
피디아이,PDI
피디에스,PDS
피디에이,PDA
피디에이유,PDAU
피디에이치,PDH
피디에프,PDF
피디엔,PDN
피디엘,PDL
피디엠,PDM
피디엠,PdM
피디엠에스,PDMS
피디유,PDU
피디클로로벤젠,pdichlorobenzene
피디티,PDT
피디피,PDP
피디피시,PDPC
피디피에스,PDPS
피라노사이드,pyranoside
피라노스,pyranose
피라루쿠,piraruku
피라미딩,pyramiding
피라세탐,piracetam
피라조티온,pyrazothion
피라족손,pyrazoxon
피라졸,pyrazole
피라진아미드,pyrazinamide
피라칸타,pyracantha
피라클로포스,pyraclofos
피란,pyran
피란텔,pyrantel
피램,PRAM
피레노이드,pyrenoid
피레녹신,pirenoxine
피레트린,pyrethrin
피레트로이드,pyrethroid
피로그람,pyrogram
피로부타민,pyrrobutamine
피로카테킨,pyrocatechine
피로콕시브,Firocoxib
피로헵틴,piroheptine
피록시캄,piroxicam
피롬,PROM
피루브알데히드,pyruvaldehyde
피리다벤,pyridaben
피리다펜티온,pyridaphenthion
피리도스티그민,pyridostigmine
피리독사민,pyridoxamine
피리독살,pyridoxal
피리독신,pyridoxine
피리돈,pyridone
피리딘,pyridine
피리메타민,pyrimethamine
피리미닐,pyriminil
피리미딘,pyrimidine
피리미캅,pirimicarb
피리미테이트,pyrimitate
피리미포스에틸,pirimiphosethyl
피리베딜,piribedil
피리트라미드,piritramide
피릴아민,pyrilamine
피메일리스트,femaleist
피메크롤리무스,pimecrolimus
피멘토,pimento
피모스,PMOS
피모지드,pimozide
피미노딘,piminodine
피봇,pivot
피복사제팜,pivoxazepam
피브로넥틴,fibronectin
피브로인,fibroin
피브리노겐,fibrinogen
피브리노라이신,fibrinolysin
피브리노펩티드,fibrinopeptide
피브린,fibrin
피브릴,fibril
피브이,PV
피브이디,PVD
피브이브이,PVV
피브이시,PVC
피브이아이디,PVID
피브이에이,PVA
피브이에프엠,PVFM
피브이엠,PVM
피브이오,PVO
피비,PB
피비디,PBD
피비알,PBR
피비아이,PBI
피비에스,PBS
피비에이치,PBH
피비엑스,PBX
피비이시,PBEC
피세나돌,picenadol
피조스티그민,physostigmine
피스,piece
피스타치오,pistachio
피스톤,piston
피스톤폰,pistonphone
피시,PC
피시,FISH
피시,fish
피시네트,fishnet
피시도스,PCDOS
피시디,PCD
피시바닐,picibanil
피시백,fishyback
피시브이,PCV
피시브이디,PCVD
피시비,PCB
피시비오,PCBO
피시시,PCC
피시알,PCR
피시아이,PCI
피시아이엑스,PCIX
피시아이이,PCIE
피시에스,PCS
피시에이,PCA
피시에프,PCF
피시엑스,PCX
피시엔,PCN
피시엔비,PCNB
피시엘,PCL
피시엠,PCM
피시엠시아이에이,PCMCIA
피시오,PCO
피시유,PCU
피시유닉스,PCUNIX
피시이,PCE
피시티,PCT
피씨파이,PCfi
피시플레이션,fishflation
피시플레이트,fishplate
피시피,PCP
피싱,phishing
피싱,piecing
피싱,fishing
피아노스코어,pianoscore
피아드,phyad
피알,PR
피알알,PRR
피알아이,PRI
피알에스,PRS
피알에이,PRA
피알엔지,PRNG
피알엠,PRM
피알엠디,PRMD
피알이티시에스,PRETCS
피알지에프,PRGF
피알큐,PRQ
피알티,PRT
피알티알,PRTR
피알피,PRP
피아이,PI
피아이디,PID
피아이브이,PIV
피아이비,PIB
피아이시,PIC
피아이시브이디,PICVD
피아이시에스,PICS
피아이시티,PICT
피아이알,PIR
피아이아이,PII
피아이아이지에스,PIIGS
피아이에스,PIS
피아이에스에이,PISA
피아이에이,PIA
피아이에프,PIF
피아이엑스아이티,PIXIT
피아이엔,PIN
피아이엠,PIM
핌스,PIMS
피아이오,PIO
피아이오시에스,PIOCS
피아이오엠,PIOM
피아이유,PIU
피아이지지에스,PIGGS
피아이티,PIT
피알엔,PRN
피오니딘,peonidin
피어싱,piercing
피어트레인,Pietrain
피에스,PS
피에스더블유,PSW
피에스디,PSD
피에스디엔,PSDN
피에스디유,PSDU
피에스램,PSRAM
피에스비,PSB
피에스시엠,PSCM
피에스알,PSR
피에스아이,PSI
피에스에스,PSS
피에스에이,PSA
피에스에이엘아이,PSALI
피에스에이티,PSAT
피에스엔알,PSNR
피에스엘,PSL
피에스엘시,PSLC
피에스엘오,PSLO
피에스엠,PSM
피에스유,PSU
피에스이,PSE
피에스지,PSG
피에스케이,PSK
피에스티,PST
피에스티엔,PSTN
피에스피,PSP
피에스피디엔,PSPDN
피에이,PA
피에이,Pa
피에이브이,PAV
피에이비,PAB
피에이비엑스,PABX
피에이시,PAC
피에이시에스,PACS
파,PAR
피에이알디,PARD
피에이에이,PAA
피에이에이에스,PaaS
피에이에프시,PAFC
피에이엑스,PAX
피에이엠,PAM
피에이엠알,PAMR
피에이지이,PAGE
피에이치미터,pHmeter
피에이치시엔티,PHCNT
피에이치아이지에스,PHIGS
피에이치엘엑스,PHLX
피에이치와이,PHY
피에이치이브이,PHEV
피에이치피,PHP
피에이케이,PAK
피에이티,PAT
피에이피,PAP
피에이피알,PAPR
피에이피에스,PAPS
피에조,piezo
피에조미터,piezometer
피에프,PF
피에프,pF
피에프브이,PFV
피에프비,PFB
피에프시엠,PFCM
피에프시피,PFCP
피에프아이,PFI
피에프에스,PFS
피에프에이,PFA
피에프엔,PFN
피에프엘피,PFLP
피에프엠,PFM
피에프엠에스,PFMS
피엑스,PX
피엔비,PNB
피엔시,PNC
피엔아이시,PNIC
피엔에스,PNS
피엔에이,PNA
피엔엘,PNL
피엔엘티,PNLT
피엔티알,PNTR
피엔피,PNP
피엘,PL
피엘브이,PLV
피엘비,PLB
피엘시,PLC
피엘에이,PLA
피엘엘,PLL
피엘엠,PLM
피엘오,PLO
피엘이디,PLED
피엘티,PLT
피엘티시,PLTC
피엘피,PLP
피엠,PM
피엠디,PMD
피엠디시엠,PMDCM
피엠브이,PMV
피엠비엑스,PMBX
피엠시,PMC
피엠아이,PMI
피엠아이시,PMIC
피엠아이에스,PMIS
피엠에스,PMS
피엠에스엠,PMSM
피엠에이,PMA
피엠에프,PMF
피엠엑스,PMX
피엠오,PMO
피엠지,PMG
피엠피,PMP
피엠피오,PMPO
피오,PO
피오글리타존,pioglitazone
피오더블유,POW
피오디,POD
피오시아닌,pyocyanin
피오시,POC
피오알,POR
피오에스유엠,POSUM
피오에이치,POH
피오이,POE
피오티에스,POTS
피오티티피,POTTP
피오피엠,POPM
피오피틴,pheophytin
피유,PU
피유디,PUD
피유시엠,PUCM
피유티티피,PUTTP
피유피,PUP
피이,PE
피이브이,PEV
피이시브이디,PECVD
피이시시,PECC
피이알에스,PERS
피이아이,PEI
피이아이더블유,PEIW
피이에스,PES
피이에프,PEF
피이에프시오,PEFCO
피이엑스,PEX
피이엘,PEL
피이엠에스,PEMS
피제이페그,PJPEG
피제이피,PJP
피젠,PGEN
피존홀,pigeonhole
피지,PG
피지디,PGD
피지시,PGC
피지에이,PGA
피지엠,PGM
피지엠알,PGMR
피지컬,physical
피지피,PGP
피지피,Pgp
피진,pidgin
피처,pitcher
피치,pitch
피치,peach
피치블렌드,pitchblende
피치아웃,pitchout
피치포크,pitchfork
피칭,pitching
피칸,pecan
피케이,PK
피케이시에스,PKCS
피케이아이,PKI
피케이오,PKO
피케팅,picketing
피켈,pickel
피코,pico
피코빌리솜,phycobilisome
피코빌린,phycobiline
피코시아닌,phycocyanin
피코시안,phycocyan
피코에리트린,phycoerythrin
피코컴퓨터,picocomputer
피코타미드,picotamide
피코플랑크톤,picoplankton
피콜로,piccolo
피콜로플루트,piccoloflute
피퀸돈,piquindone
피큐,PQ
피큐시시,PQCC
피큐엠에스,PQMS
피큐이티,PQET
피크노렙시,pyknolepsy
피크노미터,pycnometer
피크닉,Picnic
피클라밀라스트,piclamilast
피클로로페놀,pchlorophenol
피킹,peaking
피킹,picking
피타민,phytamin
피타바스타틴,pitavastatin
피터,fitter
피터섐,petersham
피턴,Pturn
피테이스,phytase
피토미터,phytometer
피토스테롤,phytosterol
피토신,pitocin
피토에스트로겐,phytoestrogen
피토엔,phytoene
피토크로뮴,phytochromium
피토헤마글루티닌,phytohemagglutinin
피톤,piton
피트,peat
피트,pit
피트,fit
피트니스,fitness
피트모스,peatmoss
피티,PT
피티디,PTD
피티시,PTC
피티시에이,PTCA
피티알,PTR
피티에스,PTS
피티에이,PTA
피티엔,PTN
피티엘,PTL
피티엠,PTM
피티와이,PTY
피티유,PTU
피티티,PTT
피티피,PTP
피틴,phytin
피팅,pitting
피파,pipa
피파제테이트,pipazetate
피페라실린,piperacillin
피페라진,piperazine
피페로날,piperonale
피페리딘,piperidine
피페린,piperine
피펫,pipette
피포페진,pipofezine
피프,PEEP
피프로닐,fipronil
피프린히드리네이트,piprinhydrinate
피프틴,fifteen
피피,PP
피피디,PPD
피피디유,PPDU
피피브이,PPV
피피비,PPB
피피비에스,PPBS
피피시,PPC
피피시에이,PPCA
피피아이,PPI
피피아이에프,PPIF
피피아이피,PPIP
피피에스,PPS
피피에스에스,PPSS
피피에이치,PPH
피피에프,PPF
피피에프디,PPFD
피피엘,PPL
피피엠,PPM
피피엠에스,PPMs
피피오,PPO
피피이,PPE
피피지,PPG
피피카드,PPcard
피피티,ppt
피피티,PPT
피피티피,PPTP
피피피,PPP
피피피오이,PPPoE
픽,pick
픽,pic
픽서티브,fixative
픽션,fiction
픽실레이션,pixilation
픽업,pickup
픽처메이션,picturemation
픽토그래프,pictograph
픽트슬라이더,pictslider
핀,fin
핀도롤,pindolol
핀돈,pindone
핀볼,pinball
핀치,pinch
핀치콕,pinchcock
핀타,pinta
핀테크,fintech
핀펫,FinFET
필,pill
필그라스팀,filgrastim
필드랄라진,pildralazine
필딩,fielding
필라그린,filaggrin
필라리아,filaria
필라미나스트,filaminast
필라스터,pilaster
필라프,pilaf
필랙터리,phylactery
필러,peeler
필러,filler
필러베그,filibeg
필레옴,pileum
필레이트,fillrate
필렛,fillet
필로바이러스,filovirus
필로소마,phyllosoma
필로카르핀,pilocarpine
필로퀴논,phylloquinone
필록싱,piloxing
필름스트립,filmstrip
필리그리,filigree
필리듐,pilidium
필리버스터,filibuster
필리스티니즘,philistinism
필린,pilin
필링,filling
필링,pilling
필링,peeling
필모그래프,filmograph
필모폰,filmophon
필몬,filmon
필부테롤,pirbuterol
필시카이니드,pilsicainide
필터링,filtering
필프로펜,pirprofen
필하모닉,philharmonic
필헬레니즘,philhellenism
핌플,pimple
핏스피레이션,fitspiration
핑,ping
핑거,finger
핑거링,fingering
핑거팁,fingertip
핑크,pink
핑킹,pinking
핑페이,FingPay
핑퐁,pingpong
하네스,harness
하늄,hahnium
하도우켄,hadouken
하드,hard
하드고어,hardgore
하드닝,hardening
하드론,hadron
하드보드,hardboard
하드보일드,hardboiled
하드에지,hardedge
하드커버,hardcover
하드톱,hardtop
하드팬,hardpan
하드헤드,hardhead
하디블루,Hardyblue
하렘,harem
하르마탄,harmattan
하리사,harissa
하마멜리스,hamamelis
하모나이저,harmonizer
하모늄,harmonium
하모니,harmony
하모니즘,harmonism
하모닉스,harmonics
하몰로딕,harmolodics
하바네라,habanera
하바리움,herbarium
하베스터,harvester
하베스토아,harvestore
하베스팅,harvesting
하비홀릭,hobbyholic
하슘,Hassium
하스프,HASP
하우스메이트,housemate
하우스보이,houseboy
하우스키퍼,housekeeper
하우스키핑,housekeeping
하우징,housing
하울러,howler
하울링,howling
하이,high
하이드,hide
히드랄라진,hydralazine
하이드라스틴,hydrastine
하이드라우로폰,hydraulophone
하이드라이드,hydride
하이드라진,hydrazine
하이드런트,hydrant
하이드레이스,hydrase
하이드레이트,hydrate
하이드로그래프,hydrograph
하이드로그래피,hydrography
하이드로모르폰,hydromorphone
하이드로몰피놀,hydromorphinol
하이드로미터,hydrometer
하이드로볼,hydroball
하이드로솔,hydrosol
하이드로제네이스,hydrogenase
하이드로젠리에이스,hydrogenlyase
하이드로젤,hydrogel
하이드로코돈,hydrocodone
하이드로쿨링,hydrocooling
히드로퀴논,hydroquinone
히드로클로로티아지드,hydrochlorothiazide
하이드로클론,hydroclone
하이드로포일,hydrofoil
하이드로폰,hydrophone
하이드록시디온,hydroxydione
하이드록시아파타이트,hydroxyapatite
하이드록시에틸프로메타진,hydroxyethylpromethazine
하이드록시우레아,hydroxyurea
히드록시진,hydroxyzine
히드록시케톤,hydroxyketone
하이드록시클로로퀸,hydroxychloroquine
하이드록시프로게스테론,hydroxyprogesterone
하이드록실,hydroxyl
히드록실라제,hydroxylase
히드록실아민,hydroxylamine
히드롤라아제,hydrolase
하이드맵,HIDEMAP
하이라이즈,highrise
하이라이터,highlighter
하이라이팅,highlighting
하이라이프,highlife
하이랙스,hyrax
하이멤,HIMEM
하이모,hymo
하이모넷,hymonette
하이버네이션,hibernation
하이브로,hibro
하이브리도마,hybridoma
하이스플릿,hisplit
하이에나,hyena
하이웨이,highway
하이재킹,hijacking
하이커,hiker
하이키,highkey
하이파이,hifi
하이파크시어,hypoxia
하이패스,hipass
하이퍼그래프,hypergraph
하이퍼그래픽,hypergraphic
하이퍼디플레이션,hyperdeflation
하이퍼러기,hyperergy
하이퍼론,hyperon
하이퍼리얼,hyperreal
하이퍼리얼리티,hyperreality
하이퍼마켓,hypermarket
하이퍼맵,hypermap
하이퍼메저,hypermeasure
하이퍼미디어,hypermedia
하이퍼바이저,hypervisor
하이퍼소닉,hypersonic
하이퍼스레딩,hyperthreading
하이퍼스코어,hyperscore
하이퍼스페이스,hyperspace
하이퍼아크,hyperarc
하이퍼인플레이션,hyperinflation
하이퍼지,HyperG
하이퍼차지,hypercharge
하이퍼큐브,hypercube
하이퍼텍스트,hypertext
하이퍼텐시노겐,hypertensinogen
하이퍼텐신,hypertensin
하이퍼트랜스포트,hypertransport
하이퍼팩토리알,hyperfactorial
하이퍼프레임,hyperframe
하이페리신,hypericin
하이포,hypo
하이포,HIPO
하이포모르프,hypomorph
하이포사이클로이드,hypocycloid
하이포크산틴,hypoxanthine
하이폭스,hipox
하이프네이션,hyphenation
하잔,HAZAN
하코트,Harcot
하테비스트,hartebeest
하트랜드,heartland
하푼,harpoon
하프,half
하프늄,hafnium
하프백,halfback
하프슬립,halfslip
하프시코드,harpsichord
합토글로빈,haptoglobin
하프토닝,halftoning
하프톤,halftone
하프트랙,halftrack
하프팀버,halftimber
하플로스코프,haploscope
하플로타입,haplotype
하피스트,harpist
한타바이러스,hantavirus
할라제팜,halazepam
할라존,halazone
홀로그램,hologram
할로이사이트,halloysite
할로젠,halogen
할로탄,halothane
할로페리돌,haloperidol
할록사졸람,haloxazolam
할리시테스,halysites
할준,halzoun
합텐,hapten
핫모카자바,hot
핫포트,hotpot
핫픽스,hotfix
해로,harrow
해머,hammer
해머록,hammerlock
해머링,hammering
해밀토니안,Hamiltonian
해버사인,haversine
해비타트,habitat
해시시,hashish
해싱,hashing
해저드,hazard
해접,HAZOP
해치,hatch
해치백,hatchback
해치웨이,hatchway
해칭,hatching
해클링,hackling
해팅,hatting
핵,hack
헥소겐,hexogen
핵티비스트,hacktivist
핵티비즘,hacktivism
